absolute_episode_bin,interval_start_seconds,interval_end_seconds,seconds_ahead_start,seconds_ahead_end,onset_probability,timing_probability_given_event,cumulative_onset_probability,survival_probability,state_elapsed_seconds
6,25,30,20,25,0.00641074400846833,0.017600931842441908,0.030374215800720045,0.9696257841992799,5
7,30,35,25,30,0.006455201608214259,0.017722991806460597,0.036829417408934306,0.9631705825910657,5
8,35,40,30,35,0.0064724618288075336,0.01777038037256875,0.04330187923774184,0.9566981207622581,5
9,40,45,35,40,0.006373611024384206,0.017498981878271168,0.049675490262126046,0.950324509737874,5
10,45,50,40,45,0.00644866913324857,0.0177050566578286,0.056124159395374615,0.9438758406046254,5
11,50,55,45,50,0.006404910045522227,0.017584914484074447,0.06252906944089684,0.9374709305591031,5
12,55,60,50,55,0.0063614478962368375,0.017465587565656294,0.06889051733713368,0.9311094826628663,5
13,60,65,55,60,0.006108263960598969,0.016770461822236064,0.07499878129773264,0.9250012187022674,5
14,65,70,60,65,0.006068192530431974,0.01666044424701129,0.08106697382816462,0.9189330261718354,5
15,70,75,65,70,0.006320441683724098,0.017353003511356196,0.08738741551188872,0.9126125844881112,5
16,75,80,70,75,0.005943979211293894,0.01631941204214008,0.09333139472318261,0.9066686052768174,5
17,80,85,75,80,0.006350847462040585,0.017436483686365203,0.09968224218522319,0.9003177578147769,5
18,85,90,80,85,0.0063063623400772045,0.01731434815909319,0.10598860452530039,0.8940113954746997,5
19,90,95,85,90,0.006625214006051296,0.018189767054816636,0.11261381853135169,0.8873861814686483,5
20,95,100,90,95,0.0063523315999724685,0.017440558441268746,0.11896615013132415,0.8810338498686758,5
21,100,105,95,100,0.005819430440734277,0.01597745884313791,0.12478558057205844,0.8752144194279415,5
22,105,110,100,105,0.005780991769326144,0.015871924066725863,0.13056657234138458,0.8694334276586154,5
23,110,115,105,110,0.005617202094794368,0.015422233532503719,0.13618377443617893,0.8638162255638211,5
24,115,120,110,115,0.00562911702334946,0.015454946404071935,0.14181289145952838,0.8581871085404716,5
25,120,125,115,120,0.0055924345004645945,0.01535423319757789,0.14740532595999298,0.852594674040007,5
26,125,130,120,125,0.0055559910217281485,0.015254176295524969,0.15296131698172113,0.8470386830182789,5
27,130,135,125,130,0.005519785029392716,0.015154771421060769,0.15848110201111384,0.8415188979888861,5
28,135,140,130,135,0.007075343429074825,0.019425613827741786,0.16555644544018866,0.8344435545598113,5
29,140,145,135,140,0.007145472775405482,0.019618156509728524,0.17270191821559414,0.8272980817844059,5
30,145,150,140,145,0.006642428929070388,0.01823703125478027,0.17934434714466452,0.8206556528553355,5
31,150,155,145,150,0.007063796155826484,0.019393910367247715,0.186408143300491,0.8135918566995091,5
32,155,160,150,155,0.0074700110685269475,0.02050918824800224,0.19387815436901795,0.806121845630982,5
33,160,165,155,160,0.007401425001810052,0.020320882696566928,0.201279579370828,0.798720420629172,5
34,165,170,160,165,0.0069678950938317444,0.019130610498533956,0.20824747446465974,0.7917525255353403,5
35,170,175,165,170,0.006888870049894668,0.01891364435383295,0.2151363445145544,0.7848636554854456,5
36,175,180,170,175,0.006828931459193934,0.01874908076366899,0.22196527597374835,0.7780347240262516,5
37,180,185,175,180,0.005947233859385661,0.016328347797359546,0.22791250983313402,0.772087490166866,5
38,185,190,180,185,0.00590177368969659,0.016203535240940786,0.2338142835228306,0.7661857164771694,5
39,190,195,185,190,0.00565408919035167,0.015523508400742427,0.23946837271318228,0.7605316272868177,5
40,195,200,190,195,0.006035602171365818,0.01657096622575722,0.2455039748845481,0.7544960251154519,5
41,200,205,195,200,0.005823462908424064,0.01598853013047539,0.2513274377929722,0.7486725622070278,5
42,205,210,200,205,0.005778515394962212,0.01586512509045441,0.2571059531879344,0.7428940468120656,5
43,210,215,205,210,0.005268476726375234,0.014464795295511612,0.26237442991430965,0.7376255700856904,5
44,215,220,210,215,0.00523111359614762,0.014362213456697302,0.2676055435104573,0.7323944564895427,5
45,220,225,215,220,0.005194015438809308,0.014260359110629313,0.2727995589492666,0.7272004410507333,5
46,225,230,220,225,0.00515718037521817,0.014159227098054296,0.2779567393244848,0.7220432606755152,5
47,230,235,225,230,0.005181530688813381,0.014226081773481242,0.28313827001329817,0.7168617299867018,5
48,235,240,230,235,0.005435264653820931,0.014922717642627021,0.2885735346671191,0.7114264653328809,5
49,240,245,235,240,0.006323827456068119,0.01736229927299984,0.29489736212318723,0.7051026378768128,5
50,245,250,240,245,0.006267615330651321,0.017207966829390655,0.3011649774538386,0.6988350225461615,5
51,250,255,245,250,0.0060625563027184,0.01664496977794747,0.307227533756557,0.692772466243443,5
52,255,260,250,255,0.005713648853840676,0.0156870316324054,0.31294118261039766,0.6870588173896024,5
53,260,265,255,260,0.005812692944386843,0.015958960800813455,0.3187538755547845,0.6812461244452155,5
54,265,270,260,265,0.0057635160785777465,0.015823943919436277,0.32451739163336224,0.6754826083666378,5
55,270,275,265,270,0.005595559019232215,0.015362811677984638,0.33011295065259444,0.6698870493474056,5
56,275,280,270,275,0.0050920314647204925,0.013980358384568896,0.3352049821173149,0.6647950178826851,5
57,280,285,275,280,0.005037606384949201,0.013830932340055408,0.34024258850226413,0.6597574114977358,5
58,285,290,280,285,0.005318427996810492,0.014601938333076832,0.3455610164990746,0.6544389835009254,5
59,290,295,285,290,0.005275555153149599,0.014484229374776477,0.3508365716522242,0.6491634283477759,5
60,295,300,290,295,0.006730370819611943,0.018478478927542237,0.3575669424718361,0.6424330575281638,5
61,300,305,295,300,0.006660591948234708,0.018286898487342027,0.36422753442007083,0.6357724655799292,5
13,60,65,0,5,0.00404806489457087,0.01371693914976193,0.00404806489457087,0.9959519351054291,60
14,65,70,5,10,0.004031678065180213,0.013661412089928814,0.008079742959751083,0.9919202570402489,60
15,70,75,10,15,0.0047775104210947255,0.01618867815617291,0.012857253380845809,0.9871427466191542,60
16,75,80,15,20,0.004754499896144087,0.01611070658734374,0.017611753276989897,0.9823882467230101,60
17,80,85,20,25,0.004731600199681893,0.016033110562798478,0.02234335347667179,0.9776566465233282,60
18,85,90,25,30,0.00477292863552613,0.016173152695124603,0.02711628211219792,0.972883717887802,60
19,90,95,30,35,0.0047943247000677555,0.016245653636439913,0.03191060681226567,0.9680893931877343,60
20,95,100,35,40,0.004073694677916115,0.013803786121765714,0.03598430149018179,0.9640156985098182,60
21,100,105,40,45,0.004132040475515433,0.01400149188394051,0.040116341965697216,0.9598836580343028,60
22,105,110,45,50,0.004114329396206568,0.013941477579949948,0.044230671361903784,0.9557693286380962,60
23,110,115,50,55,0.0040966942315292625,0.01388172051402468,0.04832736559343305,0.9516726344065669,60
24,115,120,55,60,0.004139058568380346,0.014025272815146556,0.052466424161813394,0.9475335758381866,60
25,120,125,60,65,0.0051996701602445685,0.017619173863186923,0.057666094322057965,0.9423339056779421,60
26,125,130,65,70,0.005557408091902861,0.018831375141555678,0.06322350241396082,0.9367764975860392,60
27,130,135,70,75,0.006434952037977727,0.021804948249460845,0.06965845445193855,0.9303415455480615,60
28,135,140,75,80,0.006914268618892989,0.02342912092087835,0.07657272307083154,0.9234272769291685,60
29,140,145,80,85,0.006862881995600739,0.02325499644333925,0.08343560506643229,0.9165643949335677,60
30,145,150,85,90,0.007206588635320252,0.02441965244199302,0.09064219370175254,0.9093578062982475,60
31,150,155,90,95,0.006906721130190646,0.023403546122558686,0.09754891483194318,0.9024510851680568,60
32,155,160,95,100,0.006964828546411008,0.023600444125234873,0.10451374337835419,0.8954862566216458,60
33,160,165,100,105,0.006911076229550678,0.023418303453399122,0.11142481960790486,0.8885751803920952,60
34,165,170,105,110,0.004848678718989768,0.01642983318630291,0.11627349832689463,0.8837265016731054,60
35,170,175,110,115,0.004863916428480743,0.016481466433129012,0.12113741475537537,0.8788625852446246,60
36,175,180,115,120,0.004837146061202569,0.0163907545723918,0.12597456081657793,0.8740254391834221,60
37,180,185,120,125,0.004810523034565367,0.016300541978010036,0.1307850838511433,0.8692149161488567,60
38,185,190,125,130,0.004784046537625296,0.01621082590208623,0.13556913038876858,0.8644308696112314,60
39,190,195,130,135,0.005196251892811392,0.017607591003820866,0.14076538228157998,0.85923461771842,60
40,195,200,135,140,0.005260674612083509,0.01782588852205062,0.1460260568936635,0.8539739431063365,60
41,200,205,140,145,0.004901607268632609,0.016609182508422155,0.1509276641622961,0.8490723358377039,60
42,205,210,145,150,0.005225442702420642,0.01770650457600183,0.15615310686471676,0.8438468931352833,60
43,210,215,150,155,0.005287818136221838,0.017917864831376817,0.1614409250009386,0.8385590749990615,60
44,215,220,155,160,0.005254682953916588,0.01780558568288615,0.1666956079548552,0.8333043920451448,60
45,220,225,160,165,0.004960723205611876,0.01680949790144199,0.17165633116046708,0.8283436688395329,60
46,225,230,165,170,0.004840474401524999,0.01640203271216019,0.17649680556199207,0.8235031944380079,60
47,230,235,170,175,0.004812188807859941,0.016306186480139834,0.181308994369852,0.818691005630148,60
48,235,240,175,180,0.00457968709382823,0.015518350329621202,0.18588868146368023,0.8141113185363198,60
49,240,245,180,185,0.004554068717990287,0.015431542012156704,0.1904427501816705,0.8095572498183294,60
50,245,250,185,190,0.004429133545601699,0.015008196981394557,0.1948718837272722,0.8051281162727277,60
51,250,255,190,195,0.0047377691812545255,0.01605401426544447,0.19960965290852672,0.8003903470914733,60
52,255,260,195,200,0.004580439429589629,0.015520899632591404,0.20419009233811636,0.7958099076618836,60
53,260,265,200,205,0.004554226687963771,0.01543207729619246,0.20874431902608012,0.7912556809739199,60
54,265,270,205,210,0.004159920987147997,0.01409596548836346,0.2129042400132281,0.7870957599867718,60
55,270,275,210,215,0.004138050758553853,0.014021857833809898,0.21704229077178197,0.7829577092282181,60
56,275,280,215,220,0.00411629550976347,0.013948139790345268,0.22115858628154544,0.7788414137184545,60
57,280,285,220,225,0.004094654636285896,0.01387480930964134,0.22525324091783133,0.7747467590821686,60
58,285,290,225,230,0.004502548739294489,0.015256965657485343,0.22975578965712581,0.7702442103428742,60
59,290,295,230,235,0.004729892798598164,0.016027325004172387,0.234485682455724,0.765514317544276,60
60,295,300,235,240,0.005244431958799978,0.017770850005494308,0.23973011441452396,0.760269885585476,60
61,300,305,240,245,0.005208503085962284,0.017649104387459588,0.24493861750048626,0.7550613824995137,60
62,305,310,245,250,0.004599834676573275,0.015586620768392881,0.24953845217705953,0.7504615478229405,60
63,310,315,250,255,0.0043470830855043266,0.01473016755309288,0.25388553526256386,0.7461144647374361,60
64,315,320,255,260,0.004433668559482322,0.015023563955754887,0.25831920382204615,0.7416807961779539,60
65,320,325,260,265,0.004407322177225465,0.014934288775725448,0.2627265259992716,0.7372734740007284,60
66,325,330,265,270,0.004300505712657517,0.014572339305341138,0.2670270317119291,0.7329729682880709,60
67,330,335,270,275,0.00405149213778993,0.013728552423736447,0.27107852384971903,0.7289214761502809,60
68,335,340,275,280,0.004016538581114641,0.013610111681685664,0.27509506243083365,0.7249049375691663,60
69,340,345,280,285,0.004249839393467697,0.014400655590931996,0.27934490182430133,0.7206550981756987,60
70,345,350,285,290,0.004224924216408986,0.014316230074908714,0.2835698260407103,0.7164301739592898,60
71,350,355,290,295,0.0057956795025527535,0.01963876201062389,0.28936550554326307,0.7106344944567369,60
72,355,360,295,300,0.00574879440178895,0.019479891021408752,0.295114299945052,0.704885700054948,60
61,300,305,0,5,0.020228017574414444,0.020316014940830074,0.020228017574414444,0.9797719824255856,300
62,305,310,5,10,0.019818844879423626,0.0199050622335649,0.04004686245383807,0.959953137546162,300
63,310,315,10,15,0.019417948936898053,0.019502422284884538,0.059464811390736116,0.9405351886092639,300
64,315,320,15,20,0.019025162324543397,0.019107926944162242,0.07848997371527952,0.9215100262847205,300
65,320,325,20,25,0.018640321006686448,0.018721411462125102,0.09713029472196597,0.902869705278034,300
66,325,330,25,30,0.026017877557276428,0.026131062386009252,0.1231481722792424,0.8768518277207576,300
67,330,335,30,35,0.028438604625033025,0.028562320273505845,0.1515867769042754,0.8484132230957246,300
68,335,340,35,40,0.03262852863428304,0.032770471589358655,0.18421530553855844,0.8157846944614415,300
69,340,345,40,45,0.0319370779858135,0.032076012942905734,0.21615238352437194,0.7838476164756281,300
70,345,350,45,50,0.030686776334903892,0.030820272140477674,0.24683915985927582,0.7531608401407242,300
71,350,355,50,55,0.029485422625285643,0.02961369221617026,0.2763245824845615,0.7236754175154385,300
72,355,360,55,60,0.02851924806893026,0.028643314538270997,0.30484383055349173,0.6951561694465083,300
73,360,365,60,65,0.027395336034983318,0.02751451318194205,0.3322391665884751,0.6677608334115249,300
74,365,370,65,70,0.02144284217141706,0.02153612435453803,0.35368200875989214,0.6463179912401078,300
75,370,375,70,75,0.024069472437759972,0.02417418117541776,0.3777514811976521,0.6222485188023479,300
76,375,380,75,80,0.02366849123750515,0.02377145559811389,0.40141997243515726,0.5985800275648427,300
77,380,385,80,85,0.02276821191094592,0.022867259812144623,0.42418818434610317,0.5758118156538968,300
78,385,390,85,90,0.022869495284000254,0.022968983795360467,0.4470576796301034,0.5529423203698967,300
79,390,395,90,95,0.021237371698515375,0.021329760029313694,0.46829505132861876,0.5317049486713812,300
80,395,400,95,100,0.02102924081466621,0.02112072371963221,0.489324292143285,0.510675707856715,300
81,400,405,100,105,0.02019752207601941,0.02028538677874042,0.5095218142193044,0.4904781857806956,300
82,405,410,105,110,0.020180582125568877,0.020268373134907855,0.5297023963448733,0.47029760365512674,300
83,410,415,110,115,0.020118645924836736,0.02020616749489279,0.54982104226971,0.45017895773029004,300
84,415,420,115,120,0.019257999579409543,0.01934177710428004,0.5690790418491195,0.4309209581508805,300
85,420,425,120,125,0.0217908308210009,0.021885626849193106,0.5908698726701204,0.40913012732987963,300
86,425,430,125,130,0.020688911086330617,0.020778913464611474,0.611558783756451,0.388441216243549,300
87,430,435,130,135,0.019642713279457855,0.019728164413336437,0.6312014970359089,0.3687985029640911,300
88,435,440,135,140,0.035360255389983664,0.035514082097848426,0.6665617524258926,0.33343824757410745,300
89,440,445,140,145,0.030141491765604638,0.0302726154353095,0.6967032441914972,0.3032967558085028,300
90,445,450,145,150,0.034428871088266914,0.03457864602163769,0.7311321152797641,0.26886788472023593,300
91,450,455,150,155,0.0429671537575594,0.043154072537866524,0.7740992690373235,0.2259007309626765,300
92,455,460,155,160,0.036100672459702846,0.036257720182773116,0.8101999414970263,0.18980005850297366,300
93,460,465,160,165,0.02903955170720571,0.029165881638585484,0.8392394932042321,0.16076050679576792,300
94,465,470,165,170,0.02813436276533198,0.028256754879142615,0.8673738559695641,0.13262614403043593,300
95,470,475,170,175,0.023210626307988737,0.02331159883188766,0.8905844822775528,0.10941551772244718,300
96,475,480,175,180,0.013955629886818957,0.014016340664441806,0.9045401121643718,0.0954598878356282,300
97,480,485,180,185,0.012175630033124362,0.012228597328284378,0.9167157421974962,0.08328425780250381,300
98,485,490,185,190,0.013641547366062557,0.01370089179947683,0.9303572895635588,0.06964271043644121,300
99,490,495,190,195,0.01212329580615219,0.012176035433221153,0.942480585369711,0.05751941463028898,300
100,495,500,195,200,0.00978318198586191,0.009825741482696122,0.9522637673555729,0.04773623264442706,300
101,500,505,200,205,0.008119210779206187,0.008154531549682839,0.9603829781347791,0.03961702186522087,300
102,505,510,205,210,0.005953647192981294,0.005979547174115028,0.9663366253277604,0.033663374672239565,300
103,510,515,210,215,0.005058932920437469,0.005080940651656514,0.9713955582481979,0.0286044417518021,300
104,515,520,215,220,0.004298676334677191,0.004317376743411423,0.9756942345828751,0.024305765417124925,300
105,520,525,220,225,0.003652671130637526,0.0036685612414057243,0.9793469057135126,0.020653094286487428,300
106,525,530,225,230,0.0023961584494522578,0.0024065823890346053,0.9817430641629649,0.018256935837035138,300
107,530,535,230,235,0.0022241525256458524,0.002233828192776529,0.9839672166886108,0.016032783311389243,300
108,535,540,235,240,0.0016588233228286388,0.0016660396544943964,0.9856260400114394,0.014373959988560614,300
109,540,545,240,245,0.0015461880131364002,0.0015529143506353114,0.9871722280245758,0.012827771975424174,300
110,545,550,245,250,0.0013419779121829794,0.0013478158803192843,0.9885142059367588,0.01148579406324124,300
111,550,555,250,255,0.0011478210834181845,0.001152814416654403,0.9896620270201769,0.010337972979823085,300
112,555,560,255,260,0.0010331147573004512,0.0010376090868862904,0.9906951417774774,0.009304858222522583,300
113,560,565,260,265,0.0009298714905754281,0.0009339166839303673,0.9916250132680529,0.008374986731947143,300
114,565,570,265,270,0.0008210689351779479,0.0008246408078874483,0.9924460822032308,0.007553917796769172,300
115,570,575,270,275,0.0006361689041745926,0.0006389364115666018,0.9930822511074054,0.006917748892594555,300
116,575,580,275,280,0.0006366998574082155,0.0006394696745908937,0.9937189509648137,0.006281049035186337,300
117,580,585,280,285,0.0005820676306116793,0.0005845997827803823,0.9943010185954253,0.005698981404574699,300
118,585,590,285,290,0.0005281271622746366,0.0005304246587664091,0.9948291457577,0.005170854242300016,300
119,590,595,290,295,0.0004382877599991143,0.000440194430708206,0.9952674335176991,0.004732566482300915,300
120,595,600,295,300,0.0004011379678054774,0.0004028830268359208,0.9956685714855046,0.004331428514495417,300
