absolute_episode_bin,interval_start_seconds,interval_end_seconds,seconds_ahead_start,seconds_ahead_end,onset_probability,timing_probability_given_event,cumulative_onset_probability,survival_probability,state_elapsed_seconds
60,295,300,295,300,0.00924504488003703,0.011059812652784452,0.8359133350879562,0.16408666491204382,0
2,5,10,0,5,0.011621676934379816,0.013723240254533246,0.011621676934379816,0.9883783230656202,5
3,10,15,5,10,0.01148661355961272,0.013563753189802186,0.023108290493992538,0.9768917095060075,5
4,15,20,10,15,0.011353119847752835,0.013406119632212641,0.03446141034174537,0.9655385896582547,5
5,20,25,15,20,0.011221177556684957,0.01325031804090342,0.04568258789843033,0.9543174121015696,5
6,25,30,20,25,0.011090768656297852,0.013096327125354256,0.05677335655472818,0.9432266434452719,5
7,30,35,25,30,0.015674768734287373,0.018509258043348867,0.07244812528901555,0.9275518747109844,5
8,35,40,30,35,0.0173757505863467,0.020517830709429155,0.08982387587536225,0.9101761241246378,5
9,40,45,35,40,0.022576882510092215,0.026659490246869342,0.11240075838545446,0.8875992416145455,5
10,45,50,40,45,0.02241794364794477,0.02647181025857272,0.13481870203339924,0.8651812979666007,5
11,50,55,45,50,0.02185173744379315,0.025803216232335953,0.1566704394771924,0.8433295605228076,5
12,55,60,50,55,0.021299831813800088,0.025151508772131244,0.17797027129099247,0.8220297287090075,5
13,60,65,55,60,0.021528537116588805,0.02542157115945941,0.19949880840758127,0.8005011915924187,5
14,65,70,60,65,0.020964715767805918,0.02475579324516434,0.2204635241753872,0.7795364758246128,5
15,70,75,65,70,0.020397063705107354,0.024085491903853697,0.24086058788049455,0.7591394121195054,5
16,75,80,70,75,0.02305887133797515,0.027228637756508953,0.2639194592184697,0.7360805407815303,5
17,80,85,75,80,0.02283991250304327,0.0269700843038025,0.286759371721513,0.713240628278487,5
18,85,90,80,85,0.022131210704469977,0.026133227015000215,0.308890582425983,0.691109417574017,5
19,90,95,85,90,0.022415495634858534,0.02646891956801934,0.33130607806084156,0.6686939219391584,5
20,95,100,90,95,0.0209684001696412,0.02476014390229113,0.35227447823048275,0.6477255217695173,5
21,100,105,95,100,0.02128321381165791,0.025131885714526465,0.3735576920421407,0.6264423079578594,5
22,105,110,100,105,0.020583881803069977,0.024306092567313184,0.39414157384521065,0.6058584261547894,5
23,110,115,105,110,0.02071573933289168,0.02446179406988718,0.4148573131781023,0.5851426868218976,5
24,115,120,110,115,0.020175373225400372,0.023823712839408897,0.4350326864035027,0.5649673135964973,5
25,120,125,115,120,0.019479738307710468,0.02300228533296527,0.45451242471121317,0.5454875752887869,5
26,125,130,120,125,0.018808088469914906,0.022209180160361483,0.47332051318112806,0.526679486818872,5
27,130,135,125,130,0.018159596720666776,0.021443420784303804,0.4914801099017948,0.5085198900982052,5
28,135,140,130,135,0.017533464582790936,0.020704064337925935,0.5090135744845857,0.49098642551541427,5
29,140,145,135,140,0.021837064180977108,0.025785889583860053,0.5308506386655628,0.4691493613344372,5
30,145,150,140,145,0.01960871291621195,0.023154582591716655,0.5504593515817747,0.4495406484182253,5
31,150,155,145,150,0.01864170737081721,0.02201271214549381,0.5691010589525919,0.4308989410474081,5
32,155,160,150,155,0.020589909589780814,0.024313210366723972,0.5896909685423727,0.4103090314576273,5
33,160,165,155,160,0.01960604925379381,0.023151437255675433,0.6092970177961665,0.3907029822038335,5
34,165,170,160,165,0.020444583532649906,0.024141604805107325,0.6297416013288164,0.3702583986711836,5
35,170,175,165,170,0.019412751771956272,0.02292318553272437,0.6491543531007726,0.35084564689922737,5
36,175,180,170,175,0.018394935747493135,0.02172131648082348,0.6675492888482658,0.3324507111517342,5
37,180,185,175,180,0.011304197960922488,0.013348351135422657,0.6788534868091883,0.32114651319081167,5
38,185,190,180,185,0.010919825519374598,0.012894472113284386,0.689773312328563,0.310226687671437,5
39,190,195,185,190,0.011064569540202511,0.013065390388198091,0.7008378818687655,0.2991621181312345,5
40,195,200,190,195,0.011449971222441043,0.013520484769992047,0.7122878530912066,0.28771214690879343,5
41,200,205,195,200,0.011541752385678743,0.013628862843230814,0.7238296054768854,0.27617039452311465,5
42,205,210,200,205,0.01107874778346238,0.013082132502072108,0.7349083532603478,0.26509164673965224,5
43,210,215,205,210,0.00898331067238156,0.010607774707065845,0.7438916639327293,0.2561083360672707,5
44,215,220,210,215,0.00867888813915938,0.010248303041669345,0.7525705520718887,0.24742944792811128,5
45,220,225,215,220,0.008384781744620715,0.00990101299605563,0.7609553338165095,0.23904466618349052,5
46,225,230,220,225,0.008100641899935167,0.009565491764780443,0.7690559757164447,0.23094402428355532,5
47,230,235,225,230,0.005292987143470012,0.0062501250588988975,0.7743489628599147,0.22565103714008528,5
48,235,240,230,235,0.0054592455656988685,0.00644644821307613,0.7798082084256136,0.2201917915743864,5
49,240,245,235,240,0.0046595307008801875,0.005502119844029619,0.7844677391264938,0.2155322608735062,5
50,245,250,240,245,0.004759182950095006,0.005619792342207057,0.7892269220765888,0.21077307792341116,5
51,250,255,245,250,0.004543655357633452,0.005365290608117262,0.7937705774342223,0.2062294225657777,5
52,255,260,250,255,0.0044457073454283414,0.0052496305263980475,0.7982162847796507,0.20178371522034932,5
53,260,265,255,260,0.004349870807870799,0.005136463740099411,0.8025661555875214,0.19743384441247858,5
54,265,270,260,265,0.004256100227700323,0.005025736501014005,0.8068222558152217,0.1931777441847783,5
55,270,275,265,270,0.005816226727536173,0.006867982753908482,0.8126384825427578,0.18736151745724217,5
56,275,280,270,275,0.005946757332798371,0.007022117382387413,0.8185852398755562,0.1814147601244438,5
57,280,285,275,280,0.005553432522507835,0.006557667122742179,0.824138672398064,0.17586132760193596,5
58,285,290,280,285,0.006952699304406724,0.008209965180639515,0.8310913717024707,0.16890862829752928,5
59,290,295,285,290,0.006677823478796469,0.007885383193348708,0.8377691951812671,0.16223080481873287,5
60,295,300,290,295,0.0090918025733111,0.010735885342952022,0.8468609977545782,0.15313900224542176,5
13,60,65,0,5,0.007447129429837924,0.013801783496982072,0.007447129429837924,0.9925528705701621,60
14,65,70,5,10,0.007391669693093166,0.013698999828917445,0.01483879912293109,0.9851612008770689,60
15,70,75,10,15,0.007336622972186091,0.013596981604132169,0.02217542209511718,0.9778245779048829,60
16,75,80,15,20,0.007281986191334299,0.013495723122271071,0.02945740828645148,0.9705425917135485,60
17,80,85,20,25,0.007851686104913614,0.01455154938923072,0.037309094391365094,0.9626909056086349,60
18,85,90,25,30,0.007893860506063739,0.014629711311790665,0.04520295489742883,0.9547970451025711,60
19,90,95,30,35,0.008835014910352776,0.016373955110372145,0.054037969807781604,0.9459620301922184,60
20,95,100,35,40,0.010747504832373462,0.019918377440153526,0.06478547464015506,0.935214525359845,60
21,100,105,40,45,0.010821677367967944,0.020055841584874255,0.07560715200812301,0.924392847991877,60
22,105,110,45,50,0.010696456150930784,0.019823768791852703,0.0863036081590538,0.9136963918409462,60
23,110,115,50,55,0.010572683910116355,0.019594381390069054,0.09687629206917016,0.9031237079308299,60
24,115,120,55,60,0.010841863837854604,0.02009325321972885,0.10771815590702476,0.8922818440929753,60
25,120,125,60,65,0.010711708898452233,0.01985203674677527,0.11842986480547699,0.881570135194523,60
26,125,130,65,70,0.010573335851114321,0.01959558963394228,0.12900320065659132,0.8709967993434087,60
27,130,135,70,75,0.012155559532839907,0.02252792871905063,0.14115876018943124,0.8588412398105687,60
28,135,140,75,80,0.012134419216444932,0.022488749318089488,0.15329317940587617,0.8467068205941238,60
29,140,145,80,85,0.011962974107739038,0.02217100967165678,0.1652561535136152,0.8347438464863848,60
30,145,150,85,90,0.012472470718194097,0.023115261007181104,0.1777286242318093,0.8222713757681908,60
31,150,155,90,95,0.011871079899674992,0.02200070190726572,0.18959970413148428,0.8104002958685157,60
32,155,160,95,100,0.01080160183459334,0.020018635548933406,0.2004013059660776,0.7995986940339224,60
33,160,165,100,105,0.01065763026549606,0.01975181268179751,0.21105893623157368,0.7889410637684263,60
34,165,170,105,110,0.010287107010720402,0.01906512101204872,0.2213460432422941,0.7786539567577059,60
35,170,175,110,115,0.010240084921456446,0.01897797485704883,0.23158612816375054,0.7684138718362494,60
36,175,180,115,120,0.01010541747606739,0.018728395345525308,0.24169154563981793,0.7583084543601821,60
37,180,185,120,125,0.009972521043417655,0.018482098056316943,0.2516640666832356,0.7483359333167644,60
38,185,190,125,130,0.009841372332903385,0.01823903982488968,0.261505439016139,0.738494560983861,60
39,190,195,130,135,0.012506339279326916,0.02317802969577628,0.2740117782954659,0.7259882217045341,60
40,195,200,135,140,0.015943052432843125,0.029547298731979067,0.289954830728309,0.7100451692716909,60
41,200,205,140,145,0.014632716553629185,0.02711884998758387,0.3045875472819382,0.6954124527180618,60
42,205,210,145,150,0.014216243649701553,0.02634699971876241,0.31880379093163974,0.6811962090683603,60
43,210,215,150,155,0.013758064641354853,0.02549785542287756,0.3325618555729946,0.6674381444270054,60
44,215,220,155,160,0.013480194124525972,0.02498287730283833,0.34604204969752056,0.6539579503024795,60
45,220,225,160,165,0.014503927910762214,0.02688016567539799,0.3605459776082828,0.6394540223917172,60
46,225,230,165,170,0.014210941850304094,0.026337173880750925,0.37475691945858686,0.6252430805414131,60
47,230,235,170,175,0.01389512419774265,0.025751868239665403,0.3886520436563295,0.6113479563436706,60
48,235,240,175,180,0.01301506141565888,0.024120845696481773,0.4016671050719884,0.5983328949280116,60
49,240,245,180,185,0.01273798218132813,0.02360733406226464,0.41440508725331654,0.5855949127466835,60
50,245,250,185,190,0.013085117985722419,0.02425068171204558,0.42749020523903897,0.572509794760961,60
51,250,255,190,195,0.013741827640672355,0.0254677633491233,0.4412320328797113,0.5587679671202888,60
52,255,260,195,200,0.011672987762229036,0.021633577256184824,0.4529050206419403,0.5470949793580597,60
53,260,265,200,205,0.011429132259918512,0.021181639247164496,0.46433415290185887,0.5356658470981411,60
54,265,270,205,210,0.011147668531021289,0.02066000181826093,0.47548182143288015,0.5245181785671198,60
55,270,275,210,215,0.010915675929008797,0.020230049351871792,0.4863974973618889,0.513602502638111,60
56,275,280,215,220,0.010688511293242232,0.019809044567335753,0.49708600865513114,0.5029139913448688,60
57,280,285,220,225,0.010466074149577719,0.019396801255672037,0.5075520828047089,0.49244791719529113,60
58,285,290,225,230,0.010726827550714755,0.019880056182620905,0.5182789103554236,0.4817210896445764,60
59,290,295,230,235,0.01107735116711784,0.020529682472824894,0.5293562615225414,0.47064373847745855,60
60,295,300,235,240,0.010221064224260024,0.0189427237516209,0.5395773257468015,0.4604226742531985,60
