target_patient,model,selection_population,rank,channel,selected_channels,validation_cross_entropy,validation_auprc,validation_brier
PN10,P,personalized_training_events,26,FP1,"C4, F9, T4, CZ, F4, T3, F8, CP2, F7, O2, CP5, FZ, P4, FC5, PZ, FC6, C3, FC1, F3, CP6, CP1, P3, FC2, FP2, T6, FP1",0.6565533339789748,0.2868723571590802,0.2324367302283642
PN10,P,personalized_training_events,27,F10,"C4, F9, T4, CZ, F4, T3, F8, CP2, F7, O2, CP5, FZ, P4, FC5, PZ, FC6, C3, FC1, F3, CP6, CP1, P3, FC2, FP2, T6, FP1, F10",0.6590416663559866,0.29316296117801577,0.23371576139795155
PN10,P,personalized_training_events,28,T5,"C4, F9, T4, CZ, F4, T3, F8, CP2, F7, O2, CP5, FZ, P4, FC5, PZ, FC6, C3, FC1, F3, CP6, CP1, P3, FC2, FP2, T6, FP1, F10, T5",0.6629130386778662,0.29459643873021507,0.2353433714295567
PN10,P,personalized_training_events,29,O1,"C4, F9, T4, CZ, F4, T3, F8, CP2, F7, O2, CP5, FZ, P4, FC5, PZ, FC6, C3, FC1, F3, CP6, CP1, P3, FC2, FP2, T6, FP1, F10, T5, O1",0.6668770953773173,0.29386227510375795,0.23713402797443112
PN10,G,other_four_patients,1,C3,C3,0.6429016256522138,0.21583210723328683,0.22294525368608586
PN10,G,other_four_patients,2,PZ,"C3, PZ",0.6226543588021829,0.2662346696982003,0.21460134161681252
PN10,G,other_four_patients,3,CP1,"C3, PZ, CP1",0.6183164958707236,0.24586071986516603,0.21242834892860926
PN10,G,other_four_patients,4,FC1,"C3, PZ, CP1, FC1",0.6048698450563668,0.27106288794159517,0.20689484133636957
PN10,G,other_four_patients,5,CP2,"C3, PZ, CP1, FC1, CP2",0.6055648462869464,0.26300952340892747,0.2073011044083436
PN10,G,other_four_patients,6,FC5,"C3, PZ, CP1, FC1, CP2, FC5",0.6079035215541774,0.2386070244055004,0.2081178142562173
PN10,G,other_four_patients,7,O1,"C3, PZ, CP1, FC1, CP2, FC5, O1",0.6092852930489012,0.2472581476657306,0.20943302356512422
PN10,G,other_four_patients,8,F7,"C3, PZ, CP1, FC1, CP2, FC5, O1, F7",0.6122581694306632,0.23218427215914075,0.2107592212535673
PN10,G,other_four_patients,9,O2,"C3, PZ, CP1, FC1, CP2, FC5, O1, F7, O2",0.614609268809564,0.23192802039033555,0.21212364545376952
PN10,G,other_four_patients,10,CZ,"C3, PZ, CP1, FC1, CP2, FC5, O1, F7, O2, CZ",0.6164969242864254,0.23591299414225372,0.21293750320011762
PN10,G,other_four_patients,11,P4,"C3, PZ, CP1, FC1, CP2, FC5, O1, F7, O2, CZ, P4",0.6189026066968766,0.23620056075052007,0.21410212336991152
PN10,G,other_four_patients,12,T3,"C3, PZ, CP1, FC1, CP2, FC5, O1, F7, O2, CZ, P4, T3",0.6209120511676068,0.23615662107925506,0.21496274367261686
PN10,G,other_four_patients,13,P3,"C3, PZ, CP1, FC1, CP2, FC5, O1, F7, O2, CZ, P4, T3, P3",0.6227194818621704,0.23550323120593547,0.21586255226541778
PN10,G,other_four_patients,14,T6,"C3, PZ, CP1, FC1, CP2, FC5, O1, F7, O2, CZ, P4, T3, P3, T6",0.6243342408553096,0.23744472021251836,0.21660771593308986
PN10,G,other_four_patients,15,FP1,"C3, PZ, CP1, FC1, CP2, FC5, O1, F7, O2, CZ, P4, T3, P3, T6, FP1",0.6263164261495775,0.2360824416210482,0.2176106855948267
PN10,G,other_four_patients,16,FP2,"C3, PZ, CP1, FC1, CP2, FC5, O1, F7, O2, CZ, P4, T3, P3, T6, FP1, FP2",0.6288316737794106,0.235219550634885,0.21898137637345247
PN10,G,other_four_patients,17,CP5,"C3, PZ, CP1, FC1, CP2, FC5, O1, F7, O2, CZ, P4, T3, P3, T6, FP1, FP2, CP5",0.6312530653038001,0.22781744880095436,0.22014867105589458
PN10,G,other_four_patients,18,F9,"C3, PZ, CP1, FC1, CP2, FC5, O1, F7, O2, CZ, P4, T3, P3, T6, FP1, FP2, CP5, F9",0.6340608433988032,0.22476260760974826,0.22149944327455778
PN10,G,other_four_patients,19,CP6,"C3, PZ, CP1, FC1, CP2, FC5, O1, F7, O2, CZ, P4, T3, P3, T6, FP1, FP2, CP5, F9, CP6",0.6367847482698512,0.22216878076361707,0.22289851667915736
PN10,G,other_four_patients,20,FC6,"C3, PZ, CP1, FC1, CP2, FC5, O1, F7, O2, CZ, P4, T3, P3, T6, FP1, FP2, CP5, F9, CP6, FC6",0.6394434765154411,0.21849200788021306,0.22408941844077035
PN10,G,other_four_patients,21,C4,"C3, PZ, CP1, FC1, CP2, FC5, O1, F7, O2, CZ, P4, T3, P3, T6, FP1, FP2, CP5, F9, CP6, FC6, C4",0.6419284562733132,0.2145316957613536,0.22526538274401048
PN10,G,other_four_patients,22,T5,"C3, PZ, CP1, FC1, CP2, FC5, O1, F7, O2, CZ, P4, T3, P3, T6, FP1, FP2, CP5, F9, CP6, FC6, C4, T5",0.6443086217326787,0.2156374889775206,0.22641449490085877
PN10,G,other_four_patients,23,F3,"C3, PZ, CP1, FC1, CP2, FC5, O1, F7, O2, CZ, P4, T3, P3, T6, FP1, FP2, CP5, F9, CP6, FC6, C4, T5, F3",0.6466309442301008,0.21518686775477552,0.22754447099216524
PN10,G,other_four_patients,24,T4,"C3, PZ, CP1, FC1, CP2, FC5, O1, F7, O2, CZ, P4, T3, P3, T6, FP1, FP2, CP5, F9, CP6, FC6, C4, T5, F3, T4",0.6490070978962744,0.21386377139406398,0.22874159314129514
PN10,G,other_four_patients,25,F10,"C3, PZ, CP1, FC1, CP2, FC5, O1, F7, O2, CZ, P4, T3, P3, T6, FP1, FP2, CP5, F9, CP6, FC6, C4, T5, F3, T4, F10",0.6516262431628455,0.2093125694520246,0.22995534973896456
PN10,G,other_four_patients,26,F8,"C3, PZ, CP1, FC1, CP2, FC5, O1, F7, O2, CZ, P4, T3, P3, T6, FP1, FP2, CP5, F9, CP6, FC6, C4, T5, F3, T4, F10, F8",0.6542025260583918,0.20656543677978062,0.23120540617710894
PN10,G,other_four_patients,27,F4,"C3, PZ, CP1, FC1, CP2, FC5, O1, F7, O2, CZ, P4, T3, P3, T6, FP1, FP2, CP5, F9, CP6, FC6, C4, T5, F3, T4, F10, F8, F4",0.6574261480685987,0.20523814627808437,0.2327962786219526
PN10,G,other_four_patients,28,FZ,"C3, PZ, CP1, FC1, CP2, FC5, O1, F7, O2, CZ, P4, T3, P3, T6, FP1, FP2, CP5, F9, CP6, FC6, C4, T5, F3, T4, F10, F8, F4, FZ",0.6608164262204385,0.2037197016677117,0.2344643577826842
PN10,G,other_four_patients,29,FC2,"C3, PZ, CP1, FC1, CP2, FC5, O1, F7, O2, CZ, P4, T3, P3, T6, FP1, FP2, CP5, F9, CP6, FC6, C4, T5, F3, T4, F10, F8, F4, FZ, FC2",0.6641822593972783,0.20081745120402106,0.23611758896116922
PN12,P,personalized_training_events,1,FP1,FP1,0.6650812652343672,0.4772509204089318,0.19948672092541542
PN12,P,personalized_training_events,2,T3,"FP1, T3",0.5272220148596893,0.34721566278408167,0.1850094505070343
PN12,P,personalized_training_events,3,CP1,"FP1, T3, CP1",0.5151785089659698,0.28640679585010775,0.17826875813487988
PN12,P,personalized_training_events,4,F10,"FP1, T3, CP1, F10",0.5128760597828753,0.3182284559905426,0.18018805805907348
PN12,P,personalized_training_events,5,P3,"FP1, T3, CP1, F10, P3",0.5062728222675342,0.3702323509313984,0.1755288788914412
PN12,P,personalized_training_events,6,FC5,"FP1, T3, CP1, F10, P3, FC5",0.5082029602579407,0.2924384600739715,0.17614830727412167
PN12,P,personalized_training_events,7,FP2,"FP1, T3, CP1, F10, P3, FC5, FP2",0.5061414293271141,0.30964636721166733,0.17501502405490652
PN12,P,personalized_training_events,8,FC6,"FP1, T3, CP1, F10, P3, FC5, FP2, FC6",0.505979494863768,0.32079282572002554,0.1759881688770967
PN12,P,personalized_training_events,9,T5,"FP1, T3, CP1, F10, P3, FC5, FP2, FC6, T5",0.5112061105313478,0.33068711711444865,0.1777381736350589
PN12,P,personalized_training_events,10,F3,"FP1, T3, CP1, F10, P3, FC5, FP2, FC6, T5, F3",0.5173951117220008,0.3029553650804869,0.18021746208204711
PN12,P,personalized_training_events,11,T4,"FP1, T3, CP1, F10, P3, FC5, FP2, FC6, T5, F3, T4",0.5215227563667988,0.3083849896652707,0.18266275409307345
PN12,P,personalized_training_events,12,O1,"FP1, T3, CP1, F10, P3, FC5, FP2, FC6, T5, F3, T4, O1",0.5260775500361051,0.3257541902201649,0.18403430123511394
PN12,P,personalized_training_events,13,FC1,"FP1, T3, CP1, F10, P3, FC5, FP2, FC6, T5, F3, T4, O1, FC1",0.530179948471699,0.2981334228039457,0.18512877599599242
PN12,P,personalized_training_events,14,T6,"FP1, T3, CP1, F10, P3, FC5, FP2, FC6, T5, F3, T4, O1, FC1, T6",0.5338478918678051,0.3099681437948069,0.18680737281615667
PN12,P,personalized_training_events,15,F8,"FP1, T3, CP1, F10, P3, FC5, FP2, FC6, T5, F3, T4, O1, FC1, T6, F8",0.5370687018477939,0.30968262551208936,0.18913158777302963
PN12,P,personalized_training_events,16,C3,"FP1, T3, CP1, F10, P3, FC5, FP2, FC6, T5, F3, T4, O1, FC1, T6, F8, C3",0.5399717226316315,0.2823034519631712,0.1901387950880488
PN12,P,personalized_training_events,17,CP6,"FP1, T3, CP1, F10, P3, FC5, FP2, FC6, T5, F3, T4, O1, FC1, T6, F8, C3, CP6",0.5423640748765745,0.29168127432469604,0.19138532269037198
PN12,P,personalized_training_events,18,FZ,"FP1, T3, CP1, F10, P3, FC5, FP2, FC6, T5, F3, T4, O1, FC1, T6, F8, C3, CP6, FZ",0.5450017756376513,0.280291934035384,0.1920060322265328
PN12,P,personalized_training_events,19,F9,"FP1, T3, CP1, F10, P3, FC5, FP2, FC6, T5, F3, T4, O1, FC1, T6, F8, C3, CP6, FZ, F9",0.5482207174951645,0.28598456196570665,0.19372584916282176
PN12,P,personalized_training_events,20,PZ,"FP1, T3, CP1, F10, P3, FC5, FP2, FC6, T5, F3, T4, O1, FC1, T6, F8, C3, CP6, FZ, F9, PZ",0.5506701500947996,0.27070057897082456,0.19419902831258926
PN12,P,personalized_training_events,21,C4,"FP1, T3, CP1, F10, P3, FC5, FP2, FC6, T5, F3, T4, O1, FC1, T6, F8, C3, CP6, FZ, F9, PZ, C4",0.5538104113814393,0.2735770389465913,0.19585330052611144
PN12,P,personalized_training_events,22,P4,"FP1, T3, CP1, F10, P3, FC5, FP2, FC6, T5, F3, T4, O1, FC1, T6, F8, C3, CP6, FZ, F9, PZ, C4, P4",0.5563145565700234,0.2661473984524696,0.19647089619904898
PN12,P,personalized_training_events,23,FC2,"FP1, T3, CP1, F10, P3, FC5, FP2, FC6, T5, F3, T4, O1, FC1, T6, F8, C3, CP6, FZ, F9, PZ, C4, P4, FC2",0.5616402771449154,0.2588052414701987,0.19866723877038361
PN12,P,personalized_training_events,24,CP5,"FP1, T3, CP1, F10, P3, FC5, FP2, FC6, T5, F3, T4, O1, FC1, T6, F8, C3, CP6, FZ, F9, PZ, C4, P4, FC2, CP5",0.5664661831702222,0.2564797461650733,0.20076913133645102
PN12,P,personalized_training_events,25,F7,"FP1, T3, CP1, F10, P3, FC5, FP2, FC6, T5, F3, T4, O1, FC1, T6, F8, C3, CP6, FZ, F9, PZ, C4, P4, FC2, CP5, F7",0.5714277033855595,0.25333819897204735,0.2029455393077078
PN12,P,personalized_training_events,26,O2,"FP1, T3, CP1, F10, P3, FC5, FP2, FC6, T5, F3, T4, O1, FC1, T6, F8, C3, CP6, FZ, F9, PZ, C4, P4, FC2, CP5, F7, O2",0.5761959226219879,0.2559597416673336,0.20488923172101967
PN12,P,personalized_training_events,27,CZ,"FP1, T3, CP1, F10, P3, FC5, FP2, FC6, T5, F3, T4, O1, FC1, T6, F8, C3, CP6, FZ, F9, PZ, C4, P4, FC2, CP5, F7, O2, CZ",0.5812665028348241,0.24931313188497334,0.20696498300988067
PN12,P,personalized_training_events,28,CP2,"FP1, T3, CP1, F10, P3, FC5, FP2, FC6, T5, F3, T4, O1, FC1, T6, F8, C3, CP6, FZ, F9, PZ, C4, P4, FC2, CP5, F7, O2, CZ, CP2",0.5863413136366694,0.24203539062926924,0.20886649850118094
PN12,P,personalized_training_events,29,F4,"FP1, T3, CP1, F10, P3, FC5, FP2, FC6, T5, F3, T4, O1, FC1, T6, F8, C3, CP6, FZ, F9, PZ, C4, P4, FC2, CP5, F7, O2, CZ, CP2, F4",0.5909315923379228,0.24379585209969615,0.21086669805324332
PN12,G,other_four_patients,1,P3,P3,0.6332323084638595,0.2267947011358486,0.2215482642333904
PN12,G,other_four_patients,2,C3,"P3, C3",0.6216668783867957,0.21570400748400825,0.21618852784280684
PN12,G,other_four_patients,3,CP6,"P3, C3, CP6",0.6192600010135237,0.20738822338398308,0.21406667007943606
PN12,G,other_four_patients,4,PZ,"P3, C3, CP6, PZ",0.6117546951036796,0.21594064130368093,0.21111864369111846
PN12,G,other_four_patients,5,CZ,"P3, C3, CP6, PZ, CZ",0.6165028861336631,0.220484117859141,0.21336996656032003
PN12,G,other_four_patients,6,FP1,"P3, C3, CP6, PZ, CZ, FP1",0.6206260503099892,0.21303495866065195,0.214857774845067
PN12,G,other_four_patients,7,CP5,"P3, C3, CP6, PZ, CZ, FP1, CP5",0.6258368772767247,0.20451195152339893,0.21716938196510538
PN12,G,other_four_patients,8,O1,"P3, C3, CP6, PZ, CZ, FP1, CP5, O1",0.6298504157233797,0.20579403206507685,0.2191185316476373
PN12,G,other_four_patients,9,T3,"P3, C3, CP6, PZ, CZ, FP1, CP5, O1, T3",0.6332113495382646,0.20883448376940872,0.22076073030374732
PN12,G,other_four_patients,10,T6,"P3, C3, CP6, PZ, CZ, FP1, CP5, O1, T3, T6",0.6364153502093484,0.21535131178628303,0.22234502077156876
PN12,G,other_four_patients,11,O2,"P3, C3, CP6, PZ, CZ, FP1, CP5, O1, T3, T6, O2",0.6394108620814553,0.2154404501133717,0.22386489515633418
PN12,G,other_four_patients,12,FC5,"P3, C3, CP6, PZ, CZ, FP1, CP5, O1, T3, T6, O2, FC5",0.6418006274612201,0.20822752012941478,0.22500370326857064
PN12,G,other_four_patients,13,T5,"P3, C3, CP6, PZ, CZ, FP1, CP5, O1, T3, T6, O2, FC5, T5",0.6443920808336588,0.20920065824118186,0.22624213826835535
PN12,G,other_four_patients,14,F9,"P3, C3, CP6, PZ, CZ, FP1, CP5, O1, T3, T6, O2, FC5, T5, F9",0.6466066469851254,0.20304620070377877,0.22734293100601963
PN12,G,other_four_patients,15,P4,"P3, C3, CP6, PZ, CZ, FP1, CP5, O1, T3, T6, O2, FC5, T5, F9, P4",0.6485567088337232,0.2047447468079343,0.2283307193143077
PN12,G,other_four_patients,16,F3,"P3, C3, CP6, PZ, CZ, FP1, CP5, O1, T3, T6, O2, FC5, T5, F9, P4, F3",0.650606448443257,0.2038014729693236,0.22932160877226945
PN12,G,other_four_patients,17,CP1,"P3, C3, CP6, PZ, CZ, FP1, CP5, O1, T3, T6, O2, FC5, T5, F9, P4, F3, CP1",0.6528872219044255,0.20413478882424368,0.2304152484695123
PN12,G,other_four_patients,18,CP2,"P3, C3, CP6, PZ, CZ, FP1, CP5, O1, T3, T6, O2, FC5, T5, F9, P4, F3, CP1, CP2",0.6549846160370631,0.20158995463383222,0.23148276265163234
PN12,G,other_four_patients,19,T4,"P3, C3, CP6, PZ, CZ, FP1, CP5, O1, T3, T6, O2, FC5, T5, F9, P4, F3, CP1, CP2, T4",0.6569493088865784,0.2020534567353331,0.23248374860183693
PN12,G,other_four_patients,20,C4,"P3, C3, CP6, PZ, CZ, FP1, CP5, O1, T3, T6, O2, FC5, T5, F9, P4, F3, CP1, CP2, T4, C4",0.6594299453532196,0.20176863124763994,0.2336916086134896
PN12,G,other_four_patients,21,F10,"P3, C3, CP6, PZ, CZ, FP1, CP5, O1, T3, T6, O2, FC5, T5, F9, P4, F3, CP1, CP2, T4, C4, F10",0.6616608419938276,0.19622620266129573,0.23476764718687188
PN12,G,other_four_patients,22,F7,"P3, C3, CP6, PZ, CZ, FP1, CP5, O1, T3, T6, O2, FC5, T5, F9, P4, F3, CP1, CP2, T4, C4, F10, F7",0.6637693785719692,0.19541657596447073,0.2358046096576079
PN12,G,other_four_patients,23,FC6,"P3, C3, CP6, PZ, CZ, FP1, CP5, O1, T3, T6, O2, FC5, T5, F9, P4, F3, CP1, CP2, T4, C4, F10, F7, FC6",0.6658724621848695,0.19336553471775858,0.23681084204158762
PN12,G,other_four_patients,24,FP2,"P3, C3, CP6, PZ, CZ, FP1, CP5, O1, T3, T6, O2, FC5, T5, F9, P4, F3, CP1, CP2, T4, C4, F10, F7, FC6, FP2",0.668181368219909,0.1926063464072021,0.23800666456569658
PN12,G,other_four_patients,25,F8,"P3, C3, CP6, PZ, CZ, FP1, CP5, O1, T3, T6, O2, FC5, T5, F9, P4, F3, CP1, CP2, T4, C4, F10, F7, FC6, FP2, F8",0.6706821182680037,0.19194607278070525,0.2392523607373862
PN12,G,other_four_patients,26,F4,"P3, C3, CP6, PZ, CZ, FP1, CP5, O1, T3, T6, O2, FC5, T5, F9, P4, F3, CP1, CP2, T4, C4, F10, F7, FC6, FP2, F8, F4",0.6745776508211856,0.19216385789213714,0.2411902708261794
PN12,G,other_four_patients,27,FC2,"P3, C3, CP6, PZ, CZ, FP1, CP5, O1, T3, T6, O2, FC5, T5, F9, P4, F3, CP1, CP2, T4, C4, F10, F7, FC6, FP2, F8, F4, FC2",0.6795472735706791,0.19004406652103123,0.2435821439943201
PN12,G,other_four_patients,28,FZ,"P3, C3, CP6, PZ, CZ, FP1, CP5, O1, T3, T6, O2, FC5, T5, F9, P4, F3, CP1, CP2, T4, C4, F10, F7, FC6, FP2, F8, F4, FC2, FZ",0.6844925330087023,0.19019603117724293,0.24598672790856183
PN12,G,other_four_patients,29,FC1,"P3, C3, CP6, PZ, CZ, FP1, CP5, O1, T3, T6, O2, FC5, T5, F9, P4, F3, CP1, CP2, T4, C4, F10, F7, FC6, FP2, F8, F4, FC2, FZ, FC1",0.6903938648770883,0.18887132192341738,0.24882984213069237
PN14,P,personalized_training_events,1,F3,F3,0.39013458079235147,0.8590746204661739,0.13037586995906067
PN14,P,personalized_training_events,2,FP1,"F3, FP1",0.3293524820180749,0.9119044029027574,0.10285562512585018
PN14,P,personalized_training_events,3,FC6,"F3, FP1, FC6",0.3526978107556946,0.8536161531682419,0.11412175659576766
PN14,P,personalized_training_events,4,CZ,"F3, FP1, FC6, CZ",0.379211993907604,0.8411895486334804,0.12283898926059153
PN14,P,personalized_training_events,5,T3,"F3, FP1, FC6, CZ, T3",0.39623334635598195,0.813228386803871,0.1289765919616712
PN14,P,personalized_training_events,6,CP2,"F3, FP1, FC6, CZ, T3, CP2",0.4109492969465107,0.811236289874941,0.13245918892704595
PN14,P,personalized_training_events,7,FC5,"F3, FP1, FC6, CZ, T3, CP2, FC5",0.42392978428096184,0.7925185158929443,0.13861534448028504
PN14,P,personalized_training_events,8,P4,"F3, FP1, FC6, CZ, T3, CP2, FC5, P4",0.4375364787059308,0.784734310975715,0.14265705640555984
PN14,P,personalized_training_events,9,PZ,"F3, FP1, FC6, CZ, T3, CP2, FC5, P4, PZ",0.4499504828604801,0.7759898384104684,0.14744634332219572
PN14,P,personalized_training_events,10,T4,"F3, FP1, FC6, CZ, T3, CP2, FC5, P4, PZ, T4",0.46070023858994646,0.7650315233514736,0.15095914184522669
PN14,P,personalized_training_events,11,F4,"F3, FP1, FC6, CZ, T3, CP2, FC5, P4, PZ, T4, F4",0.47082273405041836,0.7659441478495531,0.15017524050085787
PN14,P,personalized_training_events,12,F10,"F3, FP1, FC6, CZ, T3, CP2, FC5, P4, PZ, T4, F4, F10",0.48102499858879133,0.7589678860148411,0.15390618941297268
PN14,P,personalized_training_events,13,C4,"F3, FP1, FC6, CZ, T3, CP2, FC5, P4, PZ, T4, F4, F10, C4",0.4901238344235523,0.7541160756196473,0.15668374759191186
PN14,P,personalized_training_events,14,CP1,"F3, FP1, FC6, CZ, T3, CP2, FC5, P4, PZ, T4, F4, F10, C4, CP1",0.49813839721592873,0.7499522989448759,0.16007059271313406
PN14,P,personalized_training_events,15,FC2,"F3, FP1, FC6, CZ, T3, CP2, FC5, P4, PZ, T4, F4, F10, C4, CP1, FC2",0.5059865470252451,0.7432218433375165,0.16320682545778809
PN14,P,personalized_training_events,16,FP2,"F3, FP1, FC6, CZ, T3, CP2, FC5, P4, PZ, T4, F4, F10, C4, CP1, FC2, FP2",0.5130869330453371,0.7374633339164302,0.16636020906511453
PN14,P,personalized_training_events,17,CP6,"F3, FP1, FC6, CZ, T3, CP2, FC5, P4, PZ, T4, F4, F10, C4, CP1, FC2, FP2, CP6",0.5206504091801827,0.7302437202587455,0.16905256215374231
PN14,P,personalized_training_events,18,F9,"F3, FP1, FC6, CZ, T3, CP2, FC5, P4, PZ, T4, F4, F10, C4, CP1, FC2, FP2, CP6, F9",0.5280064532098108,0.7225679947056711,0.17090392342647387
PN14,P,personalized_training_events,19,T6,"F3, FP1, FC6, CZ, T3, CP2, FC5, P4, PZ, T4, F4, F10, C4, CP1, FC2, FP2, CP6, F9, T6",0.5352974822160446,0.7154033712153578,0.17396120966235032
PN14,P,personalized_training_events,20,F7,"F3, FP1, FC6, CZ, T3, CP2, FC5, P4, PZ, T4, F4, F10, C4, CP1, FC2, FP2, CP6, F9, T6, F7",0.5420697577621466,0.7093020127748139,0.17589224442423848
PN14,P,personalized_training_events,21,FC1,"F3, FP1, FC6, CZ, T3, CP2, FC5, P4, PZ, T4, F4, F10, C4, CP1, FC2, FP2, CP6, F9, T6, F7, FC1",0.5484816937448935,0.7048902712489493,0.1787231752060156
PN14,P,personalized_training_events,22,CP5,"F3, FP1, FC6, CZ, T3, CP2, FC5, P4, PZ, T4, F4, F10, C4, CP1, FC2, FP2, CP6, F9, T6, F7, FC1, CP5",0.554540753135797,0.7012502454381184,0.1811418743778684
PN14,P,personalized_training_events,23,F8,"F3, FP1, FC6, CZ, T3, CP2, FC5, P4, PZ, T4, F4, F10, C4, CP1, FC2, FP2, CP6, F9, T6, F7, FC1, CP5, F8",0.5600918997485103,0.6966329800946769,0.18211285816031794
PN14,P,personalized_training_events,24,P3,"F3, FP1, FC6, CZ, T3, CP2, FC5, P4, PZ, T4, F4, F10, C4, CP1, FC2, FP2, CP6, F9, T6, F7, FC1, CP5, F8, P3",0.5660866405600004,0.6944501423122911,0.18453353995741198
PN14,P,personalized_training_events,25,T5,"F3, FP1, FC6, CZ, T3, CP2, FC5, P4, PZ, T4, F4, F10, C4, CP1, FC2, FP2, CP6, F9, T6, F7, FC1, CP5, F8, P3, T5",0.5722417153999315,0.6883159040902398,0.18707729589666697
PN14,P,personalized_training_events,26,O2,"F3, FP1, FC6, CZ, T3, CP2, FC5, P4, PZ, T4, F4, F10, C4, CP1, FC2, FP2, CP6, F9, T6, F7, FC1, CP5, F8, P3, T5, O2",0.5788921659796595,0.6836956224816463,0.18990590271158792
PN14,P,personalized_training_events,27,C3,"F3, FP1, FC6, CZ, T3, CP2, FC5, P4, PZ, T4, F4, F10, C4, CP1, FC2, FP2, CP6, F9, T6, F7, FC1, CP5, F8, P3, T5, O2, C3",0.5854285367463632,0.6788455586799435,0.19147935312163564
PN14,P,personalized_training_events,28,O1,"F3, FP1, FC6, CZ, T3, CP2, FC5, P4, PZ, T4, F4, F10, C4, CP1, FC2, FP2, CP6, F9, T6, F7, FC1, CP5, F8, P3, T5, O2, C3, O1",0.5938645295316493,0.673120276976979,0.19472073864263564
PN14,P,personalized_training_events,29,FZ,"F3, FP1, FC6, CZ, T3, CP2, FC5, P4, PZ, T4, F4, F10, C4, CP1, FC2, FP2, CP6, F9, T6, F7, FC1, CP5, F8, P3, T5, O2, C3, O1, FZ",0.6029154453330027,0.6696912283758749,0.197782541864462
PN14,G,other_four_patients,1,P4,P4,0.6272175479280407,0.2655434732455031,0.2208053320939223
PN14,G,other_four_patients,2,C3,"P4, C3",0.6136785415081345,0.2638628415148888,0.2126056251693721
PN14,G,other_four_patients,3,P3,"P4, C3, P3",0.61302824321393,0.2651460646959626,0.212690777262679
PN14,G,other_four_patients,4,CZ,"P4, C3, P3, CZ",0.6139762321970761,0.255522083443063,0.2125044435706863
PN14,G,other_four_patients,5,CP1,"P4, C3, P3, CZ, CP1",0.6128842920749459,0.257117133757068,0.21150842771608133
PN14,G,other_four_patients,6,PZ,"P4, C3, P3, CZ, CP1, PZ",0.6148726482924188,0.26024212083755055,0.2125912927282132
PN14,G,other_four_patients,7,O2,"P4, C3, P3, CZ, CP1, PZ, O2",0.6168927531281342,0.2623367714118484,0.2136770692062828
PN14,G,other_four_patients,8,FC5,"P4, C3, P3, CZ, CP1, PZ, O2, FC5",0.6186089541294999,0.25329702790173386,0.21425906123104604
PN14,G,other_four_patients,9,T6,"P4, C3, P3, CZ, CP1, PZ, O2, FC5, T6",0.6210734678918419,0.26278636829226315,0.21547895542293297
PN14,G,other_four_patients,10,C4,"P4, C3, P3, CZ, CP1, PZ, O2, FC5, T6, C4",0.6234943591252341,0.26590076401906126,0.21662873844509467
PN14,G,other_four_patients,11,O1,"P4, C3, P3, CZ, CP1, PZ, O2, FC5, T6, C4, O1",0.6258012783769038,0.2651678019232809,0.21773878967498073
PN14,G,other_four_patients,12,FZ,"P4, C3, P3, CZ, CP1, PZ, O2, FC5, T6, C4, O1, FZ",0.627718496521202,0.2607093802834758,0.21858639325580584
PN14,G,other_four_patients,13,FP1,"P4, C3, P3, CZ, CP1, PZ, O2, FC5, T6, C4, O1, FZ, FP1",0.6296322499005987,0.25516542721827223,0.2194875256366358
PN14,G,other_four_patients,14,F3,"P4, C3, P3, CZ, CP1, PZ, O2, FC5, T6, C4, O1, FZ, FP1, F3",0.6320501633603365,0.258737940924302,0.22058834011801368
PN14,G,other_four_patients,15,CP2,"P4, C3, P3, CZ, CP1, PZ, O2, FC5, T6, C4, O1, FZ, FP1, F3, CP2",0.6342046223291367,0.2497957345320787,0.22168003518208618
PN14,G,other_four_patients,16,CP6,"P4, C3, P3, CZ, CP1, PZ, O2, FC5, T6, C4, O1, FZ, FP1, F3, CP2, CP6",0.6363058531755318,0.2422098031529954,0.22263889024552183
PN14,G,other_four_patients,17,FP2,"P4, C3, P3, CZ, CP1, PZ, O2, FC5, T6, C4, O1, FZ, FP1, F3, CP2, CP6, FP2",0.6383236299955589,0.24057594921205577,0.223615850741437
PN14,G,other_four_patients,18,F7,"P4, C3, P3, CZ, CP1, PZ, O2, FC5, T6, C4, O1, FZ, FP1, F3, CP2, CP6, FP2, F7",0.6401833958022394,0.2426993207114913,0.22448320367815303
PN14,G,other_four_patients,19,FC6,"P4, C3, P3, CZ, CP1, PZ, O2, FC5, T6, C4, O1, FZ, FP1, F3, CP2, CP6, FP2, F7, FC6",0.6421340204246612,0.23821103956592757,0.225321912917501
PN14,G,other_four_patients,20,F8,"P4, C3, P3, CZ, CP1, PZ, O2, FC5, T6, C4, O1, FZ, FP1, F3, CP2, CP6, FP2, F7, FC6, F8",0.6444205612826367,0.236580085092243,0.22640009254888555
PN14,G,other_four_patients,21,T3,"P4, C3, P3, CZ, CP1, PZ, O2, FC5, T6, C4, O1, FZ, FP1, F3, CP2, CP6, FP2, F7, FC6, F8, T3",0.6465772487216548,0.24266023074749038,0.22745339502362794
PN14,G,other_four_patients,22,F4,"P4, C3, P3, CZ, CP1, PZ, O2, FC5, T6, C4, O1, FZ, FP1, F3, CP2, CP6, FP2, F7, FC6, F8, T3, F4",0.6485646764172385,0.24751331074219798,0.22839955210705287
